# Node, all count, hit count, without preloading, with preloading, Hit ratio, Improved loading time
1500, 2847, 593, 3893053, 3448924, 0.208289, 0.114082
1500, 2848, 594, 3893584, 3448984, 0.208567, 0.114188
1500, 2849, 595, 3894123, 3449044, 0.208845, 0.114295
1500, 2850, 596, 3894614, 3449104, 0.209123, 0.114391
1500, 2851, 597, 3895143, 3449164, 0.2094, 0.114496
1500, 2852, 597, 3895675, 3449696, 0.209327, 0.114481
1500, 2853, 597, 3896181, 3450202, 0.209253, 0.114466
1500, 2854, 597, 3896679, 3450700, 0.20918, 0.114451
1500, 2855, 597, 3897178, 3451199, 0.209107, 0.114436
1500, 2856, 598, 3897732, 3451259, 0.209384, 0.114547
1500, 2857, 599, 3898350, 3451319, 0.20966, 0.114672
1500, 2858, 600, 3898854, 3451379, 0.209937, 0.114771
1500, 2859, 600, 3899391, 3451916, 0.209864, 0.114755
1500, 2860, 600, 3899990, 3452515, 0.20979, 0.114737
1500, 2861, 601, 3900529, 3452575, 0.210066, 0.114844
1500, 2862, 601, 3901061, 3453107, 0.209993, 0.114829
1500, 2863, 601, 3901579, 3453625, 0.20992, 0.114814
1500, 2864, 602, 3902130, 3453685, 0.210196, 0.114923
1500, 2865, 603, 3902631, 3453745, 0.210471, 0.115021
1500, 2866, 604, 3903160, 3453805, 0.210747, 0.115126
1500, 2867, 605, 3903698, 3453865, 0.211022, 0.115233
1500, 2868, 606, 3904219, 3453925, 0.211297, 0.115335
1500, 2869, 607, 3904761, 3453985, 0.211572, 0.115443
1500, 2870, 608, 3905319, 3454045, 0.211847, 0.115554
1500, 2871, 609, 3905837, 3454105, 0.212121, 0.115656
1500, 2872, 610, 3906355, 3454165, 0.212396, 0.115758
1500, 2873, 611, 3906880, 3454225, 0.21267, 0.115861
1500, 2874, 612, 3907411, 3454285, 0.212944, 0.115966
1500, 2875, 613, 3907958, 3454345, 0.213217, 0.116074
1500, 2876, 613, 3908513, 3454900, 0.213143, 0.116058
1500, 2877, 613, 3909111, 3455498, 0.213069, 0.11604
1500, 2878, 613, 3909626, 3456013, 0.212995, 0.116025
1500, 2879, 613, 3910141, 3456528, 0.212921, 0.116009
1500, 2880, 613, 3910662, 3457049, 0.212847, 0.115994
1500, 2881, 614, 3911197, 3457109, 0.21312, 0.116099
1500, 2882, 614, 3911728, 3457640, 0.213046, 0.116084
1500, 2883, 614, 3912243, 3458155, 0.212973, 0.116068
1500, 2884, 614, 3912799, 3458711, 0.212899, 0.116052
1500, 2885, 614, 3913339, 3459251, 0.212825, 0.116036
1500, 2886, 614, 3913845, 3459757, 0.212751, 0.116021
1500, 2887, 614, 3914360, 3460272, 0.212678, 0.116006
1500, 2888, 614, 3914873, 3460785, 0.212604, 0.11599
1500, 2889, 614, 3915398, 3461310, 0.21253, 0.115975
1500, 2890, 614, 3915910, 3461822, 0.212457, 0.11596
1500, 2891, 615, 3916424, 3461882, 0.212729, 0.11606
1500, 2892, 615, 3916955, 3462413, 0.212656, 0.116045
1500, 2893, 615, 3917486, 3462944, 0.212582, 0.116029
1500, 2894, 615, 3917990, 3463448, 0.212509, 0.116014
1500, 2895, 616, 3918489, 3463508, 0.212781, 0.116111
1500, 2896, 617, 3919509, 3463568, 0.213052, 0.116326
1500, 2897, 617, 3920055, 3464114, 0.212979, 0.11631
1500, 2898, 617, 3921421, 3465480, 0.212905, 0.116269
1500, 2899, 618, 3921988, 3465540, 0.213177, 0.116382
1500, 2900, 619, 3922497, 3465600, 0.213448, 0.116481
1500, 2901, 619, 3922999, 3466102, 0.213375, 0.116466
1500, 2902, 619, 3923529, 3466632, 0.213301, 0.116451
1500, 2903, 619, 3924053, 3467156, 0.213228, 0.116435
1500, 2904, 619, 3924591, 3467694, 0.213154, 0.116419
1500, 2905, 619, 3925095, 3468198, 0.213081, 0.116404
1500, 2906, 620, 3925606, 3468258, 0.213352, 0.116504
1500, 2907, 620, 3926128, 3468780, 0.213278, 0.116488
1500, 2908, 620, 3926631, 3469283, 0.213205, 0.116473
1500, 2909, 620, 3927248, 3469900, 0.213132, 0.116455
1500, 2910, 620, 3927756, 3470408, 0.213058, 0.11644
1500, 2911, 620, 3928332, 3470984, 0.212985, 0.116423
1500, 2912, 620, 3928902, 3471554, 0.212912, 0.116406
1500, 2913, 620, 3929404, 3472056, 0.212839, 0.116391
1500, 2914, 620, 3929954, 3472606, 0.212766, 0.116375
1500, 2915, 621, 3930467, 3472666, 0.213036, 0.116475
1500, 2916, 621, 3930993, 3473192, 0.212963, 0.116459
1500, 2917, 621, 3931524, 3473723, 0.21289, 0.116444
1500, 2918, 622, 3932066, 3473783, 0.21316, 0.11655
1500, 2919, 623, 3932606, 3473843, 0.213429, 0.116656
1500, 2920, 624, 3933158, 3473903, 0.213699, 0.116765
1500, 2921, 624, 3933683, 3474428, 0.213625, 0.116749
1500, 2922, 624, 3934189, 3474934, 0.213552, 0.116734
1500, 2923, 625, 3934753, 3474994, 0.213821, 0.116846
1500, 2924, 625, 3935259, 3475500, 0.213748, 0.116831
1500, 2925, 625, 3935797, 3476038, 0.213675, 0.116815
1500, 2926, 625, 3936288, 3476529, 0.213602, 0.1168
1500, 2927, 625, 3936820, 3477061, 0.213529, 0.116784
1500, 2928, 625, 3937391, 3477632, 0.213456, 0.116767
1500, 2929, 626, 3938470, 3477692, 0.213725, 0.116994
1500, 2930, 627, 3938992, 3477752, 0.213993, 0.117096
1500, 2931, 628, 3939499, 3477812, 0.214261, 0.117194
1500, 2932, 629, 3939999, 3477872, 0.214529, 0.117291
1500, 2933, 630, 3940521, 3477932, 0.214797, 0.117393
1500, 2934, 631, 3941034, 3477992, 0.215065, 0.117493
1500, 2935, 632, 3941541, 3478052, 0.215332, 0.117591
1500, 2936, 633, 3942051, 3478112, 0.215599, 0.11769
1500, 2937, 633, 3942562, 3478623, 0.215526, 0.117674
1500, 2938, 633, 3943096, 3479157, 0.215453, 0.117659
1500, 2939, 634, 3943622, 3479217, 0.21572, 0.117761
1500, 2940, 635, 3944193, 3479277, 0.215986, 0.117874
1500, 2941, 636, 3944717, 3479337, 0.216253, 0.117976
1500, 2942, 637, 3945226, 3479397, 0.216519, 0.118074
1500, 2943, 638, 3945751, 3479457, 0.216786, 0.118176
1500, 2944, 638, 3946254, 3479960, 0.216712, 0.118161
1500, 2945, 638, 3946999, 3480705, 0.216638, 0.118139
1500, 2946, 638, 3947822, 3481528, 0.216565, 0.118114
1500, 2947, 638, 3948386, 3482092, 0.216491, 0.118097
1500, 2948, 638, 3948918, 3482624, 0.216418, 0.118081
1500, 2949, 638, 3949408, 3483114, 0.216345, 0.118067
1500, 2950, 638, 3949929, 3483635, 0.216271, 0.118051
1500, 2951, 638, 3950448, 3484154, 0.216198, 0.118036
1500, 2952, 639, 3950938, 3484214, 0.216463, 0.11813
1500, 2953, 640, 3951463, 3484274, 0.216729, 0.118232
1500, 2954, 641, 3951969, 3484334, 0.216994, 0.11833
1500, 2955, 641, 3952460, 3484825, 0.21692, 0.118315
1500, 2956, 641, 3952992, 3485357, 0.216847, 0.118299
1500, 2957, 642, 3953561, 3485417, 0.217112, 0.118411
1500, 2958, 642, 3954069, 3485925, 0.217039, 0.118396
1500, 2959, 642, 3954592, 3486448, 0.216965, 0.11838
1500, 2960, 643, 3955132, 3486508, 0.21723, 0.118485
1500, 2961, 644, 3955639, 3486568, 0.217494, 0.118583
1500, 2962, 644, 3956207, 3487136, 0.217421, 0.118566
1500, 2963, 644, 3956809, 3487738, 0.217347, 0.118548
1500, 2964, 644, 3957311, 3488240, 0.217274, 0.118533
1500, 2965, 645, 3957822, 3488300, 0.217538, 0.118631
1500, 2966, 646, 3958348, 3488360, 0.217802, 0.118733
1500, 2967, 647, 3958875, 3488420, 0.218065, 0.118836
1500, 2968, 648, 3959407, 3488480, 0.218329, 0.118939
1500, 2969, 649, 3959887, 3488540, 0.218592, 0.11903
1500, 2970, 650, 3960411, 3488600, 0.218855, 0.119132
1500, 2971, 651, 3960921, 3488660, 0.219118, 0.11923
1500, 2972, 652, 3961453, 3488720, 0.219381, 0.119333
1500, 2973, 653, 3962012, 3488780, 0.219643, 0.119442
1500, 2974, 654, 3962515, 3488840, 0.219906, 0.119539
1500, 2975, 654, 3963050, 3489375, 0.219832, 0.119523
1500, 2976, 654, 3963537, 3489862, 0.219758, 0.119508
1500, 2977, 655, 3964080, 3489922, 0.22002, 0.119614
1500, 2978, 656, 3964606, 3489982, 0.220282, 0.119715
1500, 2979, 657, 3965121, 3490042, 0.220544, 0.119815
1500, 2980, 657, 3965624, 3490545, 0.22047, 0.119799
1500, 2981, 657, 3966125, 3491046, 0.220396, 0.119784
1500, 2982, 657, 3966634, 3491555, 0.220322, 0.119769
1500, 2983, 657, 3967149, 3492070, 0.220248, 0.119753
1500, 2984, 657, 3967665, 3492586, 0.220174, 0.119738
1500, 2985, 657, 3968194, 3493115, 0.220101, 0.119722
1500, 2986, 657, 3968697, 3493618, 0.220027, 0.119707
1500, 2987, 657, 3969233, 3494154, 0.219953, 0.11969
1500, 2988, 657, 3969789, 3494710, 0.21988, 0.119674
1500, 2989, 658, 3970393, 3494770, 0.220141, 0.119792
1500, 2990, 659, 3970885, 3494830, 0.220401, 0.119886
1500, 2991, 660, 3971422, 3494890, 0.220662, 0.11999
1500, 2992, 661, 3971984, 3494950, 0.220922, 0.1201
1500, 2993, 662, 3972507, 3495010, 0.221183, 0.1202
1500, 2994, 662, 3973053, 3495556, 0.221109, 0.120184
1500, 2995, 662, 3973587, 3496090, 0.221035, 0.120168
1500, 2996, 662, 3974593, 3497096, 0.220961, 0.120137
1500, 2997, 662, 3975096, 3497599, 0.220888, 0.120122
1500, 2998, 662, 3975658, 3498161, 0.220814, 0.120105
1500, 2999, 662, 3976145, 3498648, 0.22074, 0.12009
1500, 3000, 662, 3976341, 3498844, 0.220667, 0.120085
1500, 3001, 662, 3976511, 3499014, 0.220593, 0.120079
1500, 3002, 663, 3976718, 3499074, 0.220853, 0.12011
1500, 3003, 664, 3976898, 3499134, 0.221112, 0.120135
1500, 3004, 665, 3977077, 3499194, 0.221372, 0.120159
1500, 3005, 666, 3977262, 3499254, 0.221631, 0.120185
1500, 3006, 666, 3979092, 3501084, 0.221557, 0.12013
1500, 3007, 666, 3980757, 3502749, 0.221483, 0.12008
1500, 3008, 666, 3981285, 3503277, 0.22141, 0.120064
1500, 3009, 666, 3982252, 3504244, 0.221336, 0.120035
1500, 3010, 666, 3982697, 3504689, 0.221262, 0.120021
1500, 3011, 666, 3983175, 3505167, 0.221189, 0.120007
1500, 3012, 666, 3984434, 3506426, 0.221116, 0.119969
1500, 3013, 666, 3985193, 3507185, 0.221042, 0.119946
1500, 3014, 666, 3985897, 3507889, 0.220969, 0.119925
1500, 3015, 666, 3987108, 3509100, 0.220896, 0.119888
1500, 3016, 666, 3987831, 3509823, 0.220822, 0.119867
1500, 3017, 666, 3988388, 3510380, 0.220749, 0.11985
1500, 3018, 666, 3988936, 3510928, 0.220676, 0.119833
1500, 3019, 667, 3989435, 3510988, 0.220934, 0.119929
1500, 3020, 668, 3990373, 3511048, 0.221192, 0.12012
1500, 3021, 668, 3991311, 3511986, 0.221119, 0.120092
1500, 3022, 668, 3992249, 3512924, 0.221046, 0.120064
1500, 3023, 668, 3992784, 3513459, 0.220973, 0.120048
1500, 3024, 668, 3993319, 3513994, 0.220899, 0.120032
1500, 3025, 668, 3993854, 3514529, 0.220826, 0.120016
1500, 3026, 668, 3994671, 3515346, 0.220753, 0.119991
1500, 3027, 668, 3995234, 3515909, 0.220681, 0.119974
1500, 3028, 668, 3995885, 3516560, 0.220608, 0.119955
1500, 3029, 668, 4002117, 3522792, 0.220535, 0.119768
1500, 3030, 668, 4005946, 3526621, 0.220462, 0.119653
1500, 3031, 669, 4009762, 3526681, 0.220719, 0.120476
1500, 3032, 669, 4014413, 3531332, 0.220646, 0.120337
1500, 3033, 669, 4016214, 3533133, 0.220574, 0.120283
1500, 3034, 669, 4017474, 3534393, 0.220501, 0.120245
1500, 3035, 669, 4017976, 3534895, 0.220428, 0.12023
1500, 3036, 669, 4019195, 3536114, 0.220356, 0.120193
1500, 3037, 669, 4020537, 3537456, 0.220283, 0.120153
1500, 3038, 669, 4022107, 3539026, 0.220211, 0.120106
1500, 3039, 669, 4023480, 3540399, 0.220138, 0.120065
1500, 3040, 669, 4025007, 3541926, 0.220066, 0.12002
1500, 3041, 669, 4026341, 3543260, 0.219993, 0.11998
1500, 3042, 669, 4027687, 3544606, 0.219921, 0.11994
1500, 3043, 670, 4028975, 3544666, 0.220177, 0.120207
1500, 3044, 671, 4030290, 3544726, 0.220434, 0.120479
1500, 3045, 671, 4031004, 3545440, 0.220361, 0.120457
1500, 3046, 671, 4032933, 3547369, 0.220289, 0.1204
1500, 3047, 671, 4034120, 3548556, 0.220217, 0.120364
1500, 3048, 671, 4034777, 3549213, 0.220144, 0.120345
1500, 3049, 672, 4035318, 3549273, 0.2204, 0.120448
1500, 3050, 673, 4035811, 3549333, 0.220656, 0.12054
1500, 3051, 674, 4036427, 3549393, 0.220911, 0.12066
1500, 3052, 674, 4036955, 3549921, 0.220839, 0.120644
1500, 3053, 674, 4038093, 3551059, 0.220766, 0.12061
1500, 3054, 674, 4038763, 3551729, 0.220694, 0.12059
1500, 3055, 674, 4039748, 3552714, 0.220622, 0.12056
1500, 3056, 674, 4040316, 3553282, 0.22055, 0.120544
1500, 3057, 674, 4040882, 3553848, 0.220478, 0.120527
1500, 3058, 674, 4041353, 3554319, 0.220405, 0.120513
1500, 3059, 674, 4041923, 3554889, 0.220333, 0.120496
1500, 3060, 674, 4043046, 3556012, 0.220261, 0.120462
1500, 3061, 674, 4043765, 3556731, 0.220189, 0.120441
1500, 3062, 674, 4046458, 3559424, 0.220118, 0.120361
1500, 3063, 674, 4047797, 3560763, 0.220046, 0.120321
1500, 3064, 675, 4049903, 3560823, 0.2203, 0.120763
1500, 3065, 676, 4051066, 3560883, 0.220555, 0.121001
1500, 3066, 676, 4053253, 3563070, 0.220483, 0.120936
1500, 3067, 676, 4053784, 3563601, 0.220411, 0.12092
1500, 3068, 676, 4054510, 3564327, 0.220339, 0.120898
1500, 3069, 676, 4055019, 3564836, 0.220267, 0.120883
1500, 3070, 676, 4057644, 3567461, 0.220195, 0.120805
1500, 3071, 676, 4058223, 3568040, 0.220124, 0.120788
1500, 3072, 676, 4058684, 3568501, 0.220052, 0.120774
1500, 3073, 676, 4060075, 3569892, 0.21998, 0.120733
1500, 3074, 676, 4063846, 3573663, 0.219909, 0.12062
1500, 3075, 676, 4066218, 3576035, 0.219837, 0.12055
1500, 3076, 676, 4067913, 3577730, 0.219766, 0.1205
1500, 3077, 676, 4069501, 3579318, 0.219695, 0.120453
1500, 3078, 677, 4071943, 3579378, 0.219948, 0.120966
1500, 3079, 677, 4072652, 3580087, 0.219877, 0.120945
1500, 3080, 677, 4075075, 3582510, 0.219805, 0.120873
1500, 3081, 678, 4077526, 3582570, 0.220058, 0.121386
1500, 3082, 679, 4079966, 3582630, 0.220311, 0.121897
1500, 3083, 679, 4081396, 3584060, 0.22024, 0.121854
1500, 3084, 679, 4082729, 3585393, 0.220169, 0.121815
1500, 3085, 679, 4085104, 3587768, 0.220097, 0.121744
1500, 3086, 679, 4087520, 3590184, 0.220026, 0.121672
1500, 3087, 680, 4089894, 3590244, 0.220279, 0.122167
1500, 3088, 680, 4090875, 3591225, 0.220207, 0.122138
1500, 3089, 680, 4096997, 3597347, 0.220136, 0.121955
1500, 3090, 680, 4100558, 3600908, 0.220065, 0.121849
1500, 3091, 680, 4105539, 3605889, 0.219994, 0.121701
1500, 3092, 680, 4107544, 3607894, 0.219922, 0.121642
1500, 3093, 680, 4108252, 3608602, 0.219851, 0.121621
1500, 3094, 680, 4110087, 3610437, 0.21978, 0.121567
1500, 3095, 680, 4110407, 3610757, 0.219709, 0.121557
1500, 3096, 680, 4110553, 3610903, 0.219638, 0.121553
1500, 3097, 681, 4110691, 3610963, 0.21989, 0.121568
1500, 3098, 681, 4110835, 3611107, 0.219819, 0.121564
1500, 3099, 681, 4110883, 3611155, 0.219748, 0.121562
1500, 3100, 681, 4110915, 3611187, 0.219677, 0.121561
1500, 3101, 681, 4114278, 3614550, 0.219607, 0.121462
1500, 3102, 681, 4117375, 3617647, 0.219536, 0.121371
1500, 3103, 681, 4120845, 3621117, 0.219465, 0.121268
1500, 3104, 681, 4121772, 3622044, 0.219394, 0.121241
1500, 3105, 681, 4122699, 3622971, 0.219324, 0.121214
1500, 3106, 681, 4127088, 3627360, 0.219253, 0.121085
1500, 3107, 681, 4131204, 3631476, 0.219182, 0.120964
1500, 3108, 681, 4131586, 3631858, 0.219112, 0.120953
1500, 3109, 681, 4137174, 3637446, 0.219041, 0.12079
1500, 3110, 681, 4140658, 3640930, 0.218971, 0.120688
1500, 3111, 681, 4143792, 3644064, 0.218901, 0.120597
1500, 3112, 681, 4144440, 3644712, 0.21883, 0.120578
1500, 3113, 682, 4145078, 3644772, 0.219081, 0.120699
1500, 3114, 682, 4146144, 3645838, 0.219011, 0.120668
1500, 3115, 682, 4147690, 3647384, 0.218941, 0.120623
1500, 3116, 682, 4148513, 3648207, 0.21887, 0.120599
1500, 3117, 682, 4148910, 3648604, 0.2188, 0.120587
1500, 3118, 682, 4150706, 3650400, 0.21873, 0.120535
1500, 3119, 682, 4151974, 3651668, 0.21866, 0.120498
1500, 3120, 682, 4155167, 3654861, 0.21859, 0.120406
1500, 3121, 682, 4157661, 3657355, 0.21852, 0.120334
1500, 3122, 682, 4159199, 3658893, 0.21845, 0.120289
1500, 3123, 682, 4160737, 3660431, 0.21838, 0.120245
1500, 3124, 682, 4162639, 3662333, 0.21831, 0.12019
1500, 3125, 682, 4164457, 3664151, 0.21824, 0.120137
1500, 3126, 682, 4168086, 3667780, 0.21817, 0.120033
1500, 3127, 682, 4169731, 3669425, 0.2181, 0.119985
1500, 3128, 682, 4170806, 3670500, 0.218031, 0.119954
1500, 3129, 682, 4171153, 3670847, 0.217961, 0.119944
1500, 3130, 682, 4171646, 3671340, 0.217891, 0.11993
1500, 3131, 682, 4172132, 3671826, 0.217822, 0.119916
1500, 3132, 682, 4174725, 3674419, 0.217752, 0.119842
1500, 3133, 682, 4177080, 3676774, 0.217683, 0.119774
1500, 3134, 682, 4177476, 3677170, 0.217613, 0.119763
1500, 3135, 682, 4177865, 3677559, 0.217544, 0.119752
1500, 3136, 683, 4178236, 3677619, 0.217793, 0.119815
1500, 3137, 684, 4178580, 3677679, 0.218043, 0.119874
1500, 3138, 684, 4179469, 3678568, 0.217973, 0.119848
1500, 3139, 684, 4179868, 3678967, 0.217904, 0.119837
1500, 3140, 685, 4180434, 3679027, 0.218153, 0.119941
1500, 3141, 685, 4180960, 3679553, 0.218083, 0.119926
1500, 3142, 685, 4181460, 3680053, 0.218014, 0.119912
1500, 3143, 686, 4181990, 3680113, 0.218263, 0.120009
1500, 3144, 687, 4183131, 3680173, 0.218511, 0.120235
1500, 3145, 688, 4183653, 3680233, 0.21876, 0.12033
1500, 3146, 689, 4184172, 3680293, 0.219008, 0.120425
1500, 3147, 690, 4184873, 3680353, 0.219256, 0.120558
1500, 3148, 691, 4185546, 3680413, 0.219504, 0.120685
1500, 3149, 692, 4186078, 3680473, 0.219752, 0.120783
1500, 3150, 692, 4186646, 3681041, 0.219683, 0.120766
1500, 3151, 692, 4187149, 3681544, 0.219613, 0.120752
1500, 3152, 692, 4187933, 3682328, 0.219543, 0.120729
1500, 3153, 692, 4190257, 3684652, 0.219474, 0.120662
1500, 3154, 692, 4191161, 3685556, 0.219404, 0.120636
1500, 3155, 692, 4191659, 3686054, 0.219334, 0.120622
1500, 3156, 692, 4192235, 3686630, 0.219265, 0.120605
1500, 3157, 692, 4192739, 3687134, 0.219195, 0.120591
1500, 3158, 692, 4193174, 3687569, 0.219126, 0.120578
1500, 3159, 692, 4193529, 3687924, 0.219057, 0.120568
1500, 3160, 692, 4193913, 3688308, 0.218987, 0.120557
1500, 3161, 692, 4195955, 3690350, 0.218918, 0.120498
1500, 3162, 692, 4196786, 3691181, 0.218849, 0.120474
1500, 3163, 692, 4197247, 3691642, 0.21878, 0.120461
1500, 3164, 692, 4197985, 3692380, 0.21871, 0.12044
1500, 3165, 692, 4198383, 3692778, 0.218641, 0.120429
1500, 3166, 692, 4198774, 3693169, 0.218572, 0.120417
1500, 3167, 692, 4199185, 3693580, 0.218503, 0.120406
1500, 3168, 692, 4200390, 3694785, 0.218434, 0.120371
1500, 3169, 692, 4201305, 3695700, 0.218365, 0.120345
1500, 3170, 692, 4201715, 3696110, 0.218297, 0.120333
1500, 3171, 692, 4202125, 3696520, 0.218228, 0.120321
1500, 3172, 692, 4202589, 3696984, 0.218159, 0.120308
1500, 3173, 692, 4202969, 3697364, 0.21809, 0.120297
1500, 3174, 692, 4203528, 3697923, 0.218021, 0.120281
1500, 3175, 692, 4205052, 3699447, 0.217953, 0.120238
1500, 3176, 692, 4205982, 3700377, 0.217884, 0.120211
1500, 3177, 692, 4206616, 3701011, 0.217816, 0.120193
1500, 3178, 692, 4207034, 3701429, 0.217747, 0.120181
1500, 3179, 692, 4207539, 3701934, 0.217679, 0.120166
1500, 3180, 692, 4208212, 3702607, 0.21761, 0.120147
1500, 3181, 692, 4208620, 3703015, 0.217542, 0.120136
1500, 3182, 692, 4209042, 3703437, 0.217473, 0.120124
1500, 3183, 692, 4209198, 3703593, 0.217405, 0.120119
1500, 3184, 692, 4209247, 3703642, 0.217337, 0.120118
1500, 3185, 692, 4213838, 3708233, 0.217268, 0.119987
1500, 3186, 692, 4220281, 3714676, 0.2172, 0.119804
1500, 3187, 692, 4226566, 3720961, 0.217132, 0.119625
1500, 3188, 692, 4232851, 3727246, 0.217064, 0.119448
1500, 3189, 692, 4236333, 3730728, 0.216996, 0.11935
1500, 3190, 692, 4236699, 3731094, 0.216928, 0.119339
1500, 3191, 692, 4241878, 3736273, 0.21686, 0.119194
1500, 3192, 692, 4250236, 3744631, 0.216792, 0.118959
1500, 3193, 692, 4255037, 3749432, 0.216724, 0.118825
1500, 3194, 692, 4259055, 3753450, 0.216656, 0.118713
1500, 3195, 692, 4262737, 3757132, 0.216588, 0.11861
1500, 3196, 692, 4266313, 3760708, 0.216521, 0.118511
1500, 3197, 692, 4270414, 3764809, 0.216453, 0.118397
1500, 3198, 692, 4273569, 3767964, 0.216385, 0.11831
1500, 3199, 692, 4275828, 3770223, 0.216318, 0.118247
1500, 3200, 692, 4275854, 3770249, 0.21625, 0.118247
1500, 3201, 692, 4275892, 3770287, 0.216182, 0.118246
1500, 3202, 692, 4275903, 3770298, 0.216115, 0.118245
1500, 3203, 692, 4282066, 3776461, 0.216047, 0.118075
1500, 3204, 692, 4286757, 3781152, 0.21598, 0.117946
1500, 3205, 693, 4290014, 3781212, 0.216225, 0.118601
1500, 3206, 694, 4293037, 3781272, 0.216469, 0.119208
1500, 3207, 694, 4293748, 3781983, 0.216402, 0.119188
1500, 3208, 694, 4293962, 3782197, 0.216334, 0.119182
1500, 3209, 695, 4294153, 3782257, 0.216578, 0.119208
1500, 3210, 696, 4294333, 3782317, 0.216822, 0.119231
1500, 3211, 696, 4295188, 3783172, 0.216755, 0.119207
1500, 3212, 696, 4296840, 3784824, 0.216687, 0.119161
1500, 3213, 696, 4297088, 3785072, 0.21662, 0.119154
1500, 3214, 696, 4297328, 3785312, 0.216553, 0.119148
1500, 3215, 696, 4297614, 3785598, 0.216485, 0.11914
1500, 3216, 696, 4297902, 3785886, 0.216418, 0.119132
1500, 3217, 696, 4298198, 3786182, 0.216351, 0.119123
1500, 3218, 696, 4300686, 3788670, 0.216283, 0.119054
1500, 3219, 696, 4301462, 3789446, 0.216216, 0.119033
1500, 3220, 696, 4302389, 3790373, 0.216149, 0.119007
1500, 3221, 696, 4303316, 3791300, 0.216082, 0.118982
1500, 3222, 696, 4306887, 3794871, 0.216015, 0.118883
1500, 3223, 697, 4307763, 3794931, 0.216258, 0.119048
1500, 3224, 697, 4308639, 3795807, 0.216191, 0.119024
1500, 3225, 697, 4316545, 3803713, 0.216124, 0.118806
1500, 3226, 697, 4317603, 3804771, 0.216057, 0.118777
1500, 3227, 697, 4318512, 3805680, 0.21599, 0.118752
1500, 3228, 697, 4319398, 3806566, 0.215923, 0.118728
1500, 3229, 697, 4320382, 3807550, 0.215856, 0.118701
1500, 3230, 697, 4323865, 3811033, 0.215789, 0.118605
1500, 3231, 697, 4324649, 3811817, 0.215723, 0.118583
1500, 3232, 697, 4325147, 3812315, 0.215656, 0.11857
1500, 3233, 697, 4325588, 3812756, 0.215589, 0.118558
1500, 3234, 697, 4326103, 3813271, 0.215523, 0.118544
1500, 3235, 697, 4326424, 3813592, 0.215456, 0.118535
1500, 3236, 697, 4326714, 3813882, 0.215389, 0.118527
1500, 3237, 697, 4329419, 3816587, 0.215323, 0.118453
1500, 3238, 697, 4330436, 3817604, 0.215256, 0.118425
1500, 3239, 697, 4334127, 3821295, 0.21519, 0.118324
1500, 3240, 697, 4336080, 3823248, 0.215123, 0.118271
1500, 3241, 698, 4337923, 3823308, 0.215366, 0.118632
1500, 3242, 699, 4339191, 3823368, 0.215608, 0.118875
1500, 3243, 700, 4341141, 3823428, 0.21585, 0.119257
1500, 3244, 701, 4342523, 3823488, 0.216091, 0.119524
1500, 3245, 702, 4344076, 3823548, 0.216333, 0.119825
1500, 3246, 702, 4344363, 3823835, 0.216266, 0.119817
1500, 3247, 702, 4345917, 3825389, 0.2162, 0.119774
1500, 3248, 702, 4347140, 3826612, 0.216133, 0.11974
1500, 3249, 703, 4348169, 3826672, 0.216374, 0.119935
1500, 3250, 704, 4349880, 3826732, 0.216615, 0.120267
1500, 3251, 705, 4351614, 3826792, 0.216856, 0.120604
1500, 3252, 706, 4353344, 3826852, 0.217097, 0.12094
1500, 3253, 707, 4354382, 3826912, 0.217338, 0.121135
1500, 3254, 707, 4355356, 3827886, 0.217271, 0.121108
1500, 3255, 707, 4356974, 3829504, 0.217204, 0.121063
1500, 3256, 707, 4357937, 3830467, 0.217138, 0.121037
1500, 3257, 707, 4359162, 3831692, 0.217071, 0.121003
1500, 3258, 708, 4360390, 3831752, 0.217311, 0.121236
1500, 3259, 709, 4361454, 3831812, 0.217551, 0.121437
1500, 3260, 710, 4363179, 3831872, 0.217791, 0.121771
1500, 3261, 711, 4364964, 3831932, 0.218031, 0.122116
1500, 3262, 712, 4366206, 3831992, 0.218271, 0.122352
1500, 3263, 712, 4367205, 3832991, 0.218204, 0.122324
1500, 3264, 712, 4368411, 3834197, 0.218137, 0.12229
1500, 3265, 713, 4369526, 3834257, 0.218377, 0.1225
1500, 3266, 714, 4370565, 3834317, 0.218616, 0.122695
1500, 3267, 715, 4371693, 3834377, 0.218855, 0.122908
1500, 3268, 716, 4372734, 3834437, 0.219094, 0.123103
1500, 3269, 717, 4373828, 3834497, 0.219333, 0.123309
1500, 3270, 717, 4374897, 3835566, 0.219266, 0.123279
1500, 3271, 717, 4375988, 3836657, 0.219199, 0.123248
1500, 3272, 717, 4377625, 3838294, 0.219132, 0.123202
1500, 3273, 717, 4378683, 3839352, 0.219065, 0.123172
1500, 3274, 718, 4379731, 3839412, 0.219304, 0.123368
1500, 3275, 718, 4380684, 3840365, 0.219237, 0.123341
1500, 3276, 718, 4381627, 3841308, 0.21917, 0.123315
1500, 3277, 718, 4382783, 3842464, 0.219103, 0.123282
1500, 3278, 719, 4384001, 3842524, 0.219341, 0.123512
1500, 3279, 720, 4385760, 3842584, 0.219579, 0.12385
1500, 3280, 721, 4386824, 3842644, 0.219817, 0.124049
1500, 3281, 722, 4387896, 3842704, 0.220055, 0.124249
1500, 3282, 723, 4389107, 3842764, 0.220293, 0.124477
