# Node, all count, hit count, without preloading, with preloading
133, 286, 8, 322970, 313743
133, 287, 9, 325428, 313803
133, 288, 9, 326869, 315244
134, 289, 9, 328324, 316699
134, 290, 9, 329790, 318165
134, 291, 9, 331154, 319529
135, 292, 9, 333004, 321379
135, 293, 9, 334517, 322892
135, 294, 9, 335998, 324373
135, 295, 10, 337402, 324433
135, 296, 10, 338847, 325878
135, 297, 10, 340290, 327321
135, 298, 10, 341722, 328753
135, 299, 10, 343223, 330254
135, 300, 10, 343820, 330851
135, 301, 10, 345203, 332234
135, 302, 10, 346620, 333651
135, 303, 10, 347988, 335019
136, 304, 10, 351966, 338997
136, 305, 10, 353471, 340502
136, 306, 10, 354883, 341914
136, 307, 10, 356261, 343292
136, 308, 10, 357595, 344626
137, 309, 10, 359390, 346421
137, 310, 10, 360765, 347796
137, 311, 10, 362256, 349287
137, 312, 10, 364098, 351129
137, 313, 10, 364415, 351446
138, 314, 10, 366265, 353296
138, 315, 10, 367760, 354791
138, 316, 10, 369290, 356321
138, 317, 10, 370502, 357533
138, 318, 10, 373152, 360183
138, 319, 10, 374732, 361763
138, 320, 10, 376044, 363075
138, 321, 10, 377362, 364393
138, 322, 10, 378671, 365702
138, 323, 10, 379985, 367016
138, 324, 10, 381416, 368447
138, 325, 10, 382774, 369805
138, 326, 10, 384219, 371250
138, 327, 10, 385595, 372626
138, 328, 10, 387497, 374528
138, 329, 11, 388927, 374588
138, 330, 11, 393962, 379623
139, 331, 11, 397809, 383470
140, 332, 11, 398355, 384016
141, 333, 11, 398901, 384562
142, 334, 11, 398957, 384618
142, 335, 11, 400207, 385868
143, 336, 11, 401561, 387222
143, 337, 11, 402852, 388513
143, 338, 11, 405106, 390767
143, 339, 12, 405383, 390827
143, 340, 12, 406669, 392113
143, 341, 12, 409064, 394508
144, 342, 12, 410863, 396307
144, 343, 12, 412632, 398076
144, 344, 12, 414310, 399754
144, 345, 13, 415691, 399814
144, 346, 13, 417210, 401333
144, 347, 13, 418851, 402974
144, 348, 13, 420253, 404376
144, 349, 13, 421601, 405724
144, 350, 13, 422895, 407018
145, 351, 13, 429671, 413794
146, 352, 13, 430156, 414279
147, 353, 13, 431719, 415842
147, 354, 13, 433181, 417304
147, 355, 13, 434431, 418554
147, 356, 13, 439908, 424031
147, 357, 13, 442050, 426173
147, 358, 14, 443412, 426233
147, 359, 14, 448545, 431366
147, 360, 14, 449821, 432642
148, 361, 14, 451244, 434065
148, 362, 14, 452690, 435511
149, 363, 14, 455061, 437882
149, 364, 14, 455608, 438429
149, 365, 14, 460720, 443541
149, 366, 15, 463134, 443601
149, 367, 15, 464970, 445437
149, 368, 15, 468706, 449173
150, 369, 15, 470333, 450800
150, 370, 15, 471911, 452378
150, 371, 15, 473074, 453541
150, 372, 15, 473348, 453815
150, 373, 15, 474701, 455168
150, 374, 15, 476496, 456963
150, 375, 16, 477563, 457023
151, 376, 16, 478772, 458232
151, 377, 16, 479981, 459441
151, 378, 17, 480539, 459501
151, 379, 17, 481866, 460828
151, 380, 17, 483269, 462231
151, 381, 17, 483524, 462486
151, 382, 17, 484907, 463869
151, 383, 17, 486522, 465484
151, 384, 17, 487870, 466832
151, 385, 17, 488302, 467264
151, 386, 18, 493330, 467324
151, 387, 19, 496289, 467384
152, 388, 19, 498285, 469380
152, 389, 19, 499751, 470846
152, 390, 19, 501158, 472253
152, 391, 19, 502586, 473681
152, 392, 19, 503925, 475020
153, 393, 19, 506753, 477848
153, 394, 19, 507808, 478903
153, 395, 19, 509984, 481079
153, 396, 19, 511278, 482373
154, 397, 19, 512805, 483900
154, 398, 19, 518610, 489705
154, 399, 19, 519021, 490116
154, 400, 19, 520511, 491606
155, 401, 19, 520903, 491998
156, 402, 19, 521401, 492496
157, 403, 19, 521798, 492893
158, 404, 19, 522174, 493269
159, 405, 19, 522661, 493756
159, 406, 19, 523774, 494869
159, 407, 20, 527369, 494929
159, 408, 20, 527800, 495360
160, 409, 20, 528245, 495805
160, 410, 20, 529614, 497174
161, 411, 20, 531178, 498738
161, 412, 20, 532730, 500290
162, 413, 20, 534425, 501985
163, 414, 20, 534870, 502430
164, 415, 20, 535281, 502841
165, 416, 20, 535702, 503262
166, 417, 20, 536098, 503658
167, 418, 20, 536548, 504108
168, 419, 20, 536928, 504488
169, 420, 20, 537251, 504811
170, 421, 20, 544571, 512131
170, 422, 20, 544669, 512229
171, 423, 20, 544714, 512274
172, 424, 20, 545472, 513032
173, 425, 20, 545754, 513314
174, 426, 20, 546220, 513780
175, 427, 20, 547265, 514825
176, 428, 20, 547512, 515072
177, 429, 20, 547728, 515288
177, 430, 20, 549154, 516714
178, 431, 20, 551060, 518620
178, 432, 20, 554931, 522491
179, 433, 20, 559801, 527361
180, 434, 20, 560304, 527864
181, 435, 20, 560686, 528246
182, 436, 20, 566726, 534286
182, 437, 20, 568704, 536264
182, 438, 20, 569191, 536751
183, 439, 20, 570646, 538206
184, 440, 20, 572411, 539971
184, 441, 20, 573834, 541394
185, 442, 20, 575195, 542755
185, 443, 20, 576545, 544105
185, 444, 20, 578124, 545684
185, 445, 20, 582023, 549583
185, 446, 20, 583520, 551080
185, 447, 20, 584935, 552495
186, 448, 20, 587107, 554667
186, 449, 20, 588403, 555963
186, 450, 20, 590720, 558280
186, 451, 20, 592132, 559692
187, 452, 20, 593992, 561552
187, 453, 20, 595503, 563063
187, 454, 20, 597152, 564712
187, 455, 20, 598495, 566055
188, 456, 20, 598824, 566384
189, 457, 20, 599890, 567450
189, 458, 20, 599947, 567507
189, 459, 21, 599997, 567567
190, 460, 21, 600788, 568358
191, 461, 21, 601146, 568716
192, 462, 21, 602626, 570196
193, 463, 21, 603413, 570983
194, 464, 21, 603462, 571032
194, 465, 21, 603958, 571528
195, 466, 21, 604413, 571983
195, 467, 21, 605736, 573306
196, 468, 21, 607008, 574578
196, 469, 21, 609924, 577494
196, 470, 21, 611689, 579259
197, 471, 21, 614770, 582340
197, 472, 21, 616169, 583739
197, 473, 21, 616339, 583909
198, 474, 21, 617489, 585059
199, 475, 21, 618104, 585674
200, 476, 21, 620668, 588238
201, 477, 21, 623232, 590802
202, 478, 21, 625796, 593366
203, 479, 21, 628360, 595930
204, 480, 21, 630924, 598494
204, 481, 21, 633488, 601058
205, 482, 21, 633864, 601434
206, 483, 21, 634240, 601810
207, 484, 21, 634610, 602180
207, 485, 21, 635995, 603565
208, 486, 21, 637820, 605390
208, 487, 21, 639215, 606785
208, 488, 21, 641119, 608689
208, 489, 21, 646845, 614415
209, 490, 21, 647251, 614821
209, 491, 21, 648481, 616051
210, 492, 21, 650475, 618045
210, 493, 21, 651802, 619372
210, 494, 21, 653917, 621487
210, 495, 22, 655270, 621547
210, 496, 22, 657529, 623806
211, 497, 22, 658779, 625056
212, 498, 22, 660029, 626306
212, 499, 22, 661434, 627711
213, 500, 22, 663454, 629731
213, 501, 22, 664857, 631134
213, 502, 22, 667864, 634141
213, 503, 22, 669246, 635523
214, 504, 22, 671123, 637400
214, 505, 22, 673000, 639277
214, 506, 23, 673384, 639337
214, 507, 23, 673753, 639706
214, 508, 23, 677157, 643110
215, 509, 23, 678005, 643958
215, 510, 23, 679143, 645096
216, 511, 23, 680743, 646696
216, 512, 23, 682155, 648108
216, 513, 23, 684120, 650073
216, 514, 24, 687127, 650133
217, 515, 24, 688606, 651612
217, 516, 24, 693070, 656076
217, 517, 24, 694727, 657733
217, 518, 25, 696281, 657793
218, 519, 25, 699377, 660889
218, 520, 25, 700844, 662356
219, 521, 25, 702229, 663741
219, 522, 25, 703614, 665126
219, 523, 25, 703887, 665399
219, 524, 25, 704260, 665772
219, 525, 25, 707332, 668844
219, 526, 25, 707726, 669238
220, 527, 25, 709755, 671267
220, 528, 25, 712826, 674338
221, 529, 25, 714011, 675523
222, 530, 25, 715196, 676708
223, 531, 25, 716381, 677893
224, 532, 25, 717566, 679078
225, 533, 25, 718751, 680263
226, 534, 25, 719099, 680611
226, 535, 25, 723168, 684680
226, 536, 25, 726752, 688264
227, 537, 25, 728173, 689685
228, 538, 25, 729164, 690676
229, 539, 25, 729561, 691073
229, 540, 25, 731434, 692946
229, 541, 25, 732272, 693784
230, 542, 25, 733140, 694652
231, 543, 25, 734665, 696177
232, 544, 25, 735132, 696644
233, 545, 25, 735980, 697492
234, 546, 25, 737335, 698847
234, 547, 25, 737726, 699238
235, 548, 25, 738638, 700150
236, 549, 25, 739550, 701062
237, 550, 25, 745048, 706560
238, 551, 25, 750546, 712058
238, 552, 25, 752645, 714157
239, 553, 25, 757843, 719355
240, 554, 25, 758204, 719716
240, 555, 25, 758584, 720096
241, 556, 25, 760327, 721839
241, 557, 25, 761995, 723507
242, 558, 25, 768981, 730493
242, 559, 25, 770421, 731933
243, 560, 25, 772623, 734135
243, 561, 25, 773886, 735398
244, 562, 25, 775547, 737059
244, 563, 25, 776900, 738412
245, 564, 25, 777939, 739451
245, 565, 25, 779294, 740806
246, 566, 25, 780801, 742313
246, 567, 25, 781938, 743450
247, 568, 25, 783711, 745223
247, 569, 25, 785756, 747268
247, 570, 25, 787734, 749246
247, 571, 26, 790072, 749306
248, 572, 26, 791774, 751008
248, 573, 26, 793210, 752444
248, 574, 26, 793487, 752721
249, 575, 26, 794928, 754162
249, 576, 26, 796215, 755449
250, 577, 26, 798256, 757490
250, 578, 26, 799698, 758932
251, 579, 26, 802525, 761759
251, 580, 26, 803942, 763176
252, 581, 26, 805331, 764565
253, 582, 26, 805534, 764768
253, 583, 26, 807037, 766271
254, 584, 26, 809319, 768553
254, 585, 26, 810706, 769940
254, 586, 26, 810755, 769989
255, 587, 26, 811319, 770553
255, 588, 26, 811636, 770870
256, 589, 26, 813421, 772655
256, 590, 26, 814809, 774043
256, 591, 26, 817169, 776403
256, 592, 27, 819011, 776463
256, 593, 27, 821103, 778555
256, 594, 28, 822373, 778615
256, 595, 28, 824004, 780246
256, 596, 28, 825361, 781603
256, 597, 28, 826780, 783022
256, 598, 29, 828206, 783082
256, 599, 29, 829869, 784745
257, 600, 29, 830304, 785180
258, 601, 29, 830650, 785526
259, 602, 29, 830997, 785873
260, 603, 29, 831340, 786216
260, 604, 29, 831609, 786485
260, 605, 29, 833010, 787886
261, 606, 29, 834617, 789493
261, 607, 29, 836280, 791156
261, 608, 29, 838260, 793136
261, 609, 29, 839604, 794480
261, 610, 29, 840977, 795853
262, 611, 29, 846172, 801048
263, 612, 29, 848811, 803687
263, 613, 29, 850226, 805102
263, 614, 29, 850474, 805350
263, 615, 30, 850726, 805410
263, 616, 31, 850793, 805470
263, 617, 32, 854834, 805530
263, 618, 33, 856332, 805590
264, 619, 33, 858269, 807527
264, 620, 33, 860384, 809642
264, 621, 33, 861752, 811010
264, 622, 33, 863637, 812895
264, 623, 34, 864983, 812955
265, 624, 34, 868188, 816160
265, 625, 34, 869529, 817501
265, 626, 34, 871847, 819819
265, 627, 35, 872118, 819879
265, 628, 35, 873740, 821501
265, 629, 36, 875680, 821561
265, 630, 36, 877012, 822893
265, 631, 36, 878249, 824130
265, 632, 36, 879566, 825447
265, 633, 36, 880881, 826762
265, 634, 37, 884605, 826822
265, 635, 37, 885985, 828202
266, 636, 37, 890733, 832950
266, 637, 37, 892105, 834322
266, 638, 37, 893419, 835636
266, 639, 37, 896129, 838346
266, 640, 37, 897472, 839689
266, 641, 37, 899189, 841406
266, 642, 37, 900496, 842713
266, 643, 37, 901999, 844216
266, 644, 37, 903293, 845510
267, 645, 37, 905209, 847426
267, 646, 37, 906583, 848800
267, 647, 37, 907802, 850019
267, 648, 37, 909202, 851419
267, 649, 37, 910657, 852874
267, 650, 37, 912065, 854282
267, 651, 37, 913219, 855436
267, 652, 37, 914783, 857000
267, 653, 37, 916175, 858392
267, 654, 37, 917559, 859776
267, 655, 37, 919910, 862127
268, 656, 37, 922386, 864603
268, 657, 37, 923677, 865894
268, 658, 37, 924978, 867195
268, 659, 37, 926727, 868944
268, 660, 37, 928059, 870276
269, 661, 37, 931207, 873424
269, 662, 37, 932617, 874834
269, 663, 37, 934009, 876226
269, 664, 37, 935315, 877532
269, 665, 37, 935790, 878007
269, 666, 37, 936173, 878390
269, 667, 37, 936518, 878735
269, 668, 37, 937824, 880041
269, 669, 37, 939072, 881289
270, 670, 37, 940784, 883001
270, 671, 37, 942148, 884365
270, 672, 37, 943505, 885722
270, 673, 37, 944875, 887092
270, 674, 37, 946288, 888505
270, 675, 37, 947417, 889634
270, 676, 37, 948847, 891064
270, 677, 37, 951849, 894066
271, 678, 37, 953377, 895594
271, 679, 37, 954526, 896743
271, 680, 37, 955893, 898110
271, 681, 37, 959021, 901238
272, 682, 37, 960050, 902267
272, 683, 37, 961393, 903610
272, 684, 37, 961737, 903954
272, 685, 38, 962053, 904014
272, 686, 39, 962258, 904074
272, 687, 40, 964621, 904134
272, 688, 41, 965996, 904194
272, 689, 41, 966341, 904539
272, 690, 41, 966681, 904879
272, 691, 41, 969318, 907516
272, 692, 41, 971205, 909403
272, 693, 41, 971460, 909658
273, 694, 41, 973416, 911614
273, 695, 41, 974718, 912916
274, 696, 41, 976351, 914549
274, 697, 41, 977751, 915949
275, 698, 41, 979082, 917280
275, 699, 41, 981120, 919318
276, 700, 41, 982486, 920684
276, 701, 41, 984006, 922204
276, 702, 41, 984365, 922563
276, 703, 42, 985712, 922623
277, 704, 42, 987454, 924365
277, 705, 42, 988915, 925826
278, 706, 42, 993695, 930606
278, 707, 42, 995000, 931911
278, 708, 42, 996320, 933231
279, 709, 42, 997986, 934897
279, 710, 42, 999140, 936051
280, 711, 42, 1003310, 940221
280, 712, 42, 1004790, 941701
280, 713, 42, 1006650, 943561
280, 714, 43, 1007962, 943621
281, 715, 43, 1009085, 944744
281, 716, 43, 1011245, 946904
282, 717, 43, 1012719, 948378
282, 718, 43, 1013970, 949629
283, 719, 43, 1015379, 951038
283, 720, 43, 1016833, 952492
284, 721, 43, 1018427, 954086
284, 722, 43, 1019803, 955462
284, 723, 43, 1021676, 957335
284, 724, 44, 1023020, 957395
285, 725, 44, 1024634, 959009
285, 726, 44, 1026578, 960953
286, 727, 44, 1028559, 962934
286, 728, 44, 1029954, 964329
287, 729, 44, 1031917, 966292
287, 730, 44, 1033319, 967694
288, 731, 44, 1035285, 969660
288, 732, 44, 1036452, 970827
288, 733, 44, 1038818, 973193
289, 734, 44, 1041205, 975580
289, 735, 44, 1045207, 979582
289, 736, 44, 1046686, 981061
290, 737, 44, 1048626, 983001
290, 738, 44, 1050003, 984378
291, 739, 44, 1051781, 986156
291, 740, 44, 1053172, 987547
291, 741, 44, 1053551, 987926
291, 742, 45, 1053897, 987986
291, 743, 45, 1054248, 988337
291, 744, 45, 1054603, 988692
292, 745, 45, 1054915, 989004
293, 746, 45, 1055277, 989366
294, 747, 45, 1055662, 989751
295, 748, 45, 1055976, 990065
295, 749, 45, 1057414, 991503
295, 750, 45, 1059236, 993325
295, 751, 45, 1060480, 994569
296, 752, 45, 1061973, 996062
296, 753, 45, 1063218, 997307
297, 754, 45, 1065009, 999098
297, 755, 45, 1066702, 1000791
297, 756, 45, 1068337, 1002426
297, 757, 46, 1069872, 1002486
298, 758, 46, 1071402, 1004016
298, 759, 46, 1072665, 1005279
298, 760, 46, 1074301, 1006915
298, 761, 47, 1075407, 1006975
298, 762, 47, 1077289, 1008857
298, 763, 47, 1078659, 1010227
299, 764, 47, 1080960, 1012528
299, 765, 47, 1082444, 1014012
300, 766, 47, 1083978, 1015546
300, 767, 47, 1084326, 1015894
300, 768, 47, 1085616, 1017184
300, 769, 47, 1087005, 1018573
300, 770, 47, 1087261, 1018829
300, 771, 47, 1088726, 1020294
300, 772, 47, 1090072, 1021640
300, 773, 47, 1091993, 1023561
300, 774, 47, 1093335, 1024903
300, 775, 47, 1094658, 1026226
300, 776, 47, 1096045, 1027613
300, 777, 47, 1097137, 1028705
300, 778, 47, 1098260, 1029828
300, 779, 47, 1099580, 1031148
300, 780, 47, 1101936, 1033504
300, 781, 47, 1103280, 1034848
300, 782, 47, 1105248, 1036816
300, 783, 47, 1106688, 1038256
300, 784, 47, 1108254, 1039822
300, 785, 47, 1109673, 1041241
300, 786, 47, 1109937, 1041505
300, 787, 47, 1112143, 1043711
300, 788, 48, 1112414, 1043771
300, 789, 48, 1113768, 1045125
300, 790, 48, 1115228, 1046585
300, 791, 48, 1116735, 1048092
300, 792, 48, 1118102, 1049459
300, 793, 48, 1119560, 1050917
300, 794, 48, 1120767, 1052124
300, 795, 48, 1122650, 1054007
300, 796, 48, 1124380, 1055737
300, 797, 48, 1125572, 1056929
300, 798, 48, 1126837, 1058194
300, 799, 48, 1128311, 1059668
301, 800, 48, 1129703, 1061060
301, 801, 48, 1131024, 1062381
301, 802, 48, 1133036, 1064393
301, 803, 48, 1133699, 1065056
302, 804, 48, 1135089, 1066446
302, 805, 48, 1136406, 1067763
302, 806, 48, 1137763, 1069120
303, 807, 48, 1139955, 1071312
304, 808, 48, 1140433, 1071790
304, 809, 48, 1140764, 1072121
304, 810, 49, 1141088, 1072181
304, 811, 50, 1142683, 1072241
304, 812, 50, 1143980, 1073538
304, 813, 50, 1145355, 1074913
304, 814, 50, 1146633, 1076191
305, 815, 50, 1147982, 1077540
305, 816, 50, 1148353, 1077911
305, 817, 51, 1148722, 1077971
305, 818, 52, 1149122, 1078031
305, 819, 53, 1149484, 1078091
306, 820, 53, 1149818, 1078425
307, 821, 53, 1155637, 1084244
307, 822, 53, 1156016, 1084623
307, 823, 53, 1157483, 1086090
308, 824, 53, 1159392, 1087999
308, 825, 53, 1160698, 1089305
309, 826, 53, 1162388, 1090995
309, 827, 53, 1163803, 1092410
310, 828, 53, 1165483, 1094090
310, 829, 53, 1167029, 1095636
310, 830, 53, 1168998, 1097605
311, 831, 53, 1171416, 1100023
311, 832, 53, 1172827, 1101434
312, 833, 53, 1174444, 1103051
312, 834, 53, 1175774, 1104381
312, 835, 53, 1176159, 1104766
312, 836, 53, 1176515, 1105122
313, 837, 53, 1176871, 1105478
313, 838, 53, 1177336, 1105943
313, 839, 53, 1182222, 1110829
313, 840, 53, 1184562, 1113169
313, 841, 53, 1185216, 1113823
314, 842, 53, 1189658, 1118265
314, 843, 53, 1192884, 1121491
314, 844, 53, 1196189, 1124796
314, 845, 53, 1199809, 1128416
315, 846, 53, 1204339, 1132946
315, 847, 53, 1207028, 1135635
315, 848, 54, 1209887, 1135695
315, 849, 55, 1212521, 1135755
315, 850, 56, 1215121, 1135815
315, 851, 57, 1218863, 1135875
316, 852, 57, 1220840, 1137852
316, 853, 57, 1222181, 1139193
317, 854, 57, 1223631, 1140643
317, 855, 57, 1224629, 1141641
318, 856, 57, 1226391, 1143403
319, 857, 57, 1226456, 1143468
